Date,TotalVolume,region,longitude,latitude
5/31/15,600303.28,Portland,45.5202471,-122.6741949
5/31/15,262288.53,Raleigh Greensboro,36.080299,-79.758384
5/31/15,270601.09,Richmond Norfolk,37.5675205,-77.4674126
5/31/15,133856.19,Roanoke,37.274532,-79.96020968
5/31/15,435723.85,Sacramento,38.5815719,-121.4943996
5/31/15,569414.76,San Diego,32.7174209,-117.1627714
5/31/15,764114.39,San Francisco,37.7647993,-122.4629897
5/31/15,543908.18,Seattle,47.6038321,-122.3300624
5/31/15,322891.36,South Carolina,33.6874388,-80.4363743
5/31/15,6349957.65,SouthCentral,NaN,NaN 
5/31/15,2884507.74,Southeast,NaN,NaN 
5/31/15,82469.7,Spokane,47.6579425,-117.4212265
5/31/15,247195.62,St Louis,38.6272733,-90.1978889
5/31/15,64839.58,Syracuse,43.0481221,-76.1474244
5/31/15,273609.96,Tampa,27.9477595,-82.458444
5/31/15,33720159.09,TotalUS,NaN,NaN 
5/31/15,5874982.36,West,NaN,NaN 
5/31/15,887045.15,West Texas New Mexico,26.2711968,-98.3266103
5/31/15,1752.14,Albany,42.6511674,-73.754968
5/31/15,4803.11,Atlanta,33.7490987,-84.3901849
5/31/15,12640.64,Baltimore Washington,39.2908816,-76.610759
5/31/15,2693.46,Boise,43.61656,-116.200835
5/31/15,4235.93,Boston,42.3602534,-71.0582912
5/31/15,5018.44,Buffalo Rochester,43.1519085,-77.659047
5/31/15,119999.12,California,36.7014631,-118.7559974
5/31/15,4092.07,Charlotte,35.2270869,-80.8431268
5/31/15,18625.81,Chicago,41.8755616,-87.6244212
5/31/15,14240.44,Cincinnati Dayton,39.1099604,-84.537681
5/31/15,5950.91,Columbus,39.9622601,-83.0007065
5/31/15,9882.68,Dallas Fort Worth,32.58958,-96.9697268
5/31/15,33855.74,Denver,39.7391428,-104.984696
5/31/15,9908.64,Detroit,42.3315509,-83.0466403
5/31/15,1082.52,Grand Rapids,42.9632405,-85.6678639
5/31/15,79819.77,GreatLakes,NaN,NaN 
5/31/15,3046.57,Harrisburg Scranton,41.4086874,-75.6621294
5/31/15,3193.41,Hartford Springfield,42.1184111,-72.8573671
5/31/15,9890.95,Houston,29.7589382,-95.3676974
5/31/15,2305.49,Indianapolis,39.7683331,-86.1583502
5/31/15,2053.94,Jacksonville,30.3321838,-81.655651
5/31/15,11467.23,Las Vegas,36.1662859,-115.149225
5/31/15,44605.56,Los Angeles,34.0536834,-118.2427669
5/31/15,2103.36,Louisville,38.2542376,-85.759407
5/31/15,2578.53,Miami Ft Lauderdale,26.0917308,-80.1359398
5/31/15,89469.59,Midsouth,NaN,NaN 
5/31/15,4984.2,Nashville,36.1622296,-86.7743531
5/31/15,2718.12,New Orleans,29.9499323,-90.0701156
5/31/15,17646.52,New York,40.7308619,-73.9871558
5/31/15,63807.3,Northeast,NaN,NaN 
5/31/15,8889.38,Northern New England,NaN,NaN 
5/31/15,3350.22,Orlando,28.5421097,-81.3790388
5/31/15,5461.83,Philadelphia,39.9524152,-75.1635755
5/31/15,14390.21,Phoenix Tucson,32.1706314,-110.8767957
5/31/15,2154.53,Pittsburgh,40.4416941,-79.9900861
5/31/15,31775.42,Plains,NaN,NaN 
5/31/15,41728.28,Portland,45.5202471,-122.6741949
5/31/15,9214.37,Raleigh Greensboro,36.080299,-79.758384
5/31/15,10092.91,Richmond Norfolk,37.5675205,-77.4674126
5/31/15,18116.76,Roanoke,37.274532,-79.96020968
5/31/15,10430.71,Sacramento,38.5815719,-121.4943996
5/31/15,10940.85,San Diego,32.7174209,-117.1627714
5/31/15,24581.46,San Francisco,37.7647993,-122.4629897
5/31/15,53822.93,Seattle,47.6038321,-122.3300624
5/31/15,3405.9,South Carolina,33.6874388,-80.4363743
5/31/15,51748.65,SouthCentral,NaN,NaN 
5/31/15,29247.9,Southeast,NaN,NaN 
5/31/15,4539.36,Spokane,47.6579425,-117.4212265
5/31/15,3762.06,St Louis,38.6272733,-90.1978889
5/31/15,2520.87,Syracuse,43.0481221,-76.1474244
5/31/15,2091.42,Tampa,27.9477595,-82.458444
5/31/15,716942.71,TotalUS,NaN,NaN 
5/31/15,251074.96,West,NaN,NaN 
5/31/15,13968.18,West Texas New Mexico,26.2711968,-98.3266103
6/7/15,122743.06,Albany,42.6511674,-73.754968
6/7/15,551009.05,Atlanta,33.7490987,-84.3901849
6/7/15,794310.29,Baltimore Washington,39.2908816,-76.610759
6/7/15,80751.29,Boise,43.61656,-116.200835
6/7/15,562542.86,Boston,42.3602534,-71.0582912
6/7/15,130908.11,Buffalo Rochester,43.1519085,-77.659047
6/7/15,6374842.9,California,36.7014631,-118.7559974
6/7/15,199980.3,Charlotte,35.2270869,-80.8431268
6/7/15,824216.23,Chicago,41.8755616,-87.6244212
6/7/15,234981.67,Cincinnati Dayton,39.1099604,-84.537681
6/7/15,187983.88,Columbus,39.9622601,-83.0007065
6/7/15,1255575.78,Dallas Fort Worth,32.58958,-96.9697268
6/7/15,782886.63,Denver,39.7391428,-104.984696
6/7/15,447813.52,Detroit,42.3315509,-83.0466403
6/7/15,212599.11,Grand Rapids,42.9632405,-85.6678639
6/7/15,3602112.79,GreatLakes,NaN,NaN 
6/7/15,265638.42,Harrisburg Scranton,41.4086874,-75.6621294
6/7/15,353474.52,Hartford Springfield,42.1184111,-72.8573671
6/7/15,1172177.72,Houston,29.7589382,-95.3676974
6/7/15,155730.59,Indianapolis,39.7683331,-86.1583502
6/7/15,190396.8,Jacksonville,30.3321838,-81.655651
6/7/15,335693.08,Las Vegas,36.1662859,-115.149225
6/7/15,3261844.41,Los Angeles,34.0536834,-118.2427669
6/7/15,98865.51,Louisville,38.2542376,-85.759407
6/7/15,683877.72,Miami Ft Lauderdale,26.0917308,-80.1359398
6/7/15,2918298.91,Midsouth,NaN,NaN 
6/7/15,189470.19,Nashville,36.1622296,-86.7743531
6/7/15,288859.92,New Orleans,29.9499323,-90.0701156
6/7/15,1731061.12,New York,40.7308619,-73.9871558
6/7/15,4721927.3,Northeast,NaN,NaN 
6/7/15,427216.77,Northern New England,NaN,NaN 
6/7/15,391556.97,Orlando,28.5421097,-81.3790388
6/7/15,476827.34,Philadelphia,39.9524152,-75.1635755
6/7/15,1457359.83,Phoenix Tucson,32.1706314,-110.8767957
6/7/15,84556.54,Pittsburgh,40.4416941,-79.9900861
6/7/15,2026464.23,Plains,NaN,NaN 
6/7/15,543944.19,Portland,45.5202471,-122.6741949
6/7/15,259977.16,Raleigh Greensboro,36.080299,-79.758384
6/7/15,248646.25,Richmond Norfolk,37.5675205,-77.4674126
6/7/15,139464.87,Roanoke,37.274532,-79.96020968
6/7/15,435087.17,Sacramento,38.5815719,-121.4943996
6/7/15,607468.04,San Diego,32.7174209,-117.1627714
6/7/15,758817.08,San Francisco,37.7647993,-122.4629897
6/7/15,494855.95,Seattle,47.6038321,-122.3300624
6/7/15,378845.21,South Carolina,33.6874388,-80.4363743
6/7/15,6234006.44,SouthCentral,NaN,NaN 
6/7/15,4003121.77,Southeast,NaN,NaN 
6/7/15,79733.85,Spokane,47.6579425,-117.4212265
6/7/15,194667.64,St Louis,38.6272733,-90.1978889
6/7/15,69776.51,Syracuse,43.0481221,-76.1474244
6/7/15,433152.31,Tampa,27.9477595,-82.458444
6/7/15,36549995.66,TotalUS,NaN,NaN 
6/7/15,6669221.29,West,NaN,NaN 
6/7/15,1053997.99,West Texas New Mexico,26.2711968,-98.3266103
6/7/15,1547.03,Albany,42.6511674,-73.754968
6/7/15,4096.05,Atlanta,33.7490987,-84.3901849
6/7/15,13808.71,Baltimore Washington,39.2908816,-76.610759
6/7/15,1381.67,Boise,43.61656,-116.200835
6/7/15,3641,Boston,42.3602534,-71.0582912
6/7/15,4777.04,Buffalo Rochester,43.1519085,-77.659047
6/7/15,114406.15,California,36.7014631,-118.7559974
6/7/15,4369.42,Charlotte,35.2270869,-80.8431268
6/7/15,19636.24,Chicago,41.8755616,-87.6244212
6/7/15,12893.69,Cincinnati Dayton,39.1099604,-84.537681
6/7/15,6028.43,Columbus,39.9622601,-83.0007065
6/7/15,9019,Dallas Fort Worth,32.58958,-96.9697268
6/7/15,30890.93,Denver,39.7391428,-104.984696
6/7/15,12366.2,Detroit,42.3315509,-83.0466403
6/7/15,1083.03,Grand Rapids,42.9632405,-85.6678639
6/7/15,81945.35,GreatLakes,NaN,NaN 
6/7/15,3485.54,Harrisburg Scranton,41.4086874,-75.6621294
6/7/15,3478.25,Hartford Springfield,42.1184111,-72.8573671
6/7/15,10773.86,Houston,29.7589382,-95.3676974
6/7/15,2005.12,Indianapolis,39.7683331,-86.1583502
6/7/15,4115.46,Jacksonville,30.3321838,-81.655651
6/7/15,10804.37,Las Vegas,36.1662859,-115.149225
6/7/15,44034.76,Los Angeles,34.0536834,-118.2427669
6/7/15,2299.74,Louisville,38.2542376,-85.759407
6/7/15,2094.36,Miami Ft Lauderdale,26.0917308,-80.1359398
6/7/15,84677.56,Midsouth,NaN,NaN 
6/7/15,6725.04,Nashville,36.1622296,-86.7743531
6/7/15,1773.44,New Orleans,29.9499323,-90.0701156
6/7/15,15733.56,New York,40.7308619,-73.9871558
6/7/15,57645.02,Northeast,NaN,NaN 
6/7/15,8091.22,Northern New England,NaN,NaN 
6/7/15,2834.45,Orlando,28.5421097,-81.3790388
6/7/15,5043.08,Philadelphia,39.9524152,-75.1635755
6/7/15,13840.92,Phoenix Tucson,32.1706314,-110.8767957
6/7/15,1726.96,Pittsburgh,40.4416941,-79.9900861
6/7/15,30028,Plains,NaN,NaN 
6/7/15,26864.42,Portland,45.5202471,-122.6741949
6/7/15,7277.02,Raleigh Greensboro,36.080299,-79.758384
6/7/15,9207.05,Richmond Norfolk,37.5675205,-77.4674126
6/7/15,13703.15,Roanoke,37.274532,-79.96020968
6/7/15,9557.56,Sacramento,38.5815719,-121.4943996
6/7/15,10372.71,San Diego,32.7174209,-117.1627714
6/7/15,22886.87,San Francisco,37.7647993,-122.4629897
6/7/15,33404.92,Seattle,47.6038321,-122.3300624
6/7/15,3556.7,South Carolina,33.6874388,-80.4363743
6/7/15,49534.9,SouthCentral,NaN,NaN 
6/7/15,30089.62,Southeast,NaN,NaN 
6/7/15,3143.38,Spokane,47.6579425,-117.4212265
6/7/15,3892.36,St Louis,38.6272733,-90.1978889
6/7/15,2145.03,Syracuse,43.0481221,-76.1474244
6/7/15,2275.26,Tampa,27.9477595,-82.458444
6/7/15,640448.59,TotalUS,NaN,NaN 
6/7/15,192122.01,West,NaN,NaN 
6/7/15,13363.66,West Texas New Mexico,26.2711968,-98.3266103
6/14/15,89631.3,Albany,42.6511674,-73.754968
6/14/15,465804.78,Atlanta,33.7490987,-84.3901849
6/14/15,955046.82,Baltimore Washington,39.2908816,-76.610759
6/14/15,87607.71,Boise,43.61656,-116.200835
6/14/15,684346.48,Boston,42.3602534,-71.0582912
6/14/15,149376.79,Buffalo Rochester,43.1519085,-77.659047
6/14/15,6741662.31,California,36.7014631,-118.7559974
6/14/15,207093.88,Charlotte,35.2270869,-80.8431268
6/14/15,868197.41,Chicago,41.8755616,-87.6244212
6/14/15,229363.51,Cincinnati Dayton,39.1099604,-84.537681
6/14/15,171353.59,Columbus,39.9622601,-83.0007065
6/14/15,1508750.45,Dallas Fort Worth,32.58958,-96.9697268
6/14/15,743005.75,Denver,39.7391428,-104.984696
6/14/15,372413.5,Detroit,42.3315509,-83.0466403
6/14/15,197387.76,Grand Rapids,42.9632405,-85.6678639
6/14/15,3511185.14,GreatLakes,NaN,NaN 
6/14/15,277578.88,Harrisburg Scranton,41.4086874,-75.6621294
6/14/15,338036.94,Hartford Springfield,42.1184111,-72.8573671
6/14/15,1533409.28,Houston,29.7589382,-95.3676974
6/14/15,173545.33,Indianapolis,39.7683331,-86.1583502
6/14/15,129526.61,Jacksonville,30.3321838,-81.655651
6/14/15,389599.87,Las Vegas,36.1662859,-115.149225
6/14/15,3689140.93,Los Angeles,34.0536834,-118.2427669
6/14/15,82364.21,Louisville,38.2542376,-85.759407
6/14/15,437896.64,Miami Ft Lauderdale,26.0917308,-80.1359398
6/14/15,3173051.42,Midsouth,NaN,NaN 
6/14/15,172302.47,Nashville,36.1622296,-86.7743531
6/14/15,262250.02,New Orleans,29.9499323,-90.0701156
6/14/15,1363133.97,New York,40.7308619,-73.9871558
6/14/15,4561749.66,Northeast,NaN,NaN 
6/14/15,537725.07,Northern New England,NaN,NaN 
6/14/15,256149.75,Orlando,28.5421097,-81.3790388
6/14/15,421514.11,Philadelphia,39.9524152,-75.1635755
6/14/15,1353850.06,Phoenix Tucson,32.1706314,-110.8767957
6/14/15,92713.49,Pittsburgh,40.4416941,-79.9900861
6/14/15,1974806.07,Plains,NaN,NaN 
6/14/15,622880.59,Portland,45.5202471,-122.6741949
6/14/15,286814.82,Raleigh Greensboro,36.080299,-79.758384
6/14/15,289290.98,Richmond Norfolk,37.5675205,-77.4674126
6/14/15,147633.83,Roanoke,37.274532,-79.96020968
6/14/15,431791.38,Sacramento,38.5815719,-121.4943996
6/14/15,630746.82,San Diego,32.7174209,-117.1627714
6/14/15,696873.03,San Francisco,37.7647993,-122.4629897
6/14/15,615500.43,Seattle,47.6038321,-122.3300624
6/14/15,339919.17,South Carolina,33.6874388,-80.4363743
6/14/15,7281803.61,SouthCentral,NaN,NaN 
6/14/15,3021825.81,Southeast,NaN,NaN 
6/14/15,88579.12,Spokane,47.6579425,-117.4212265
6/14/15,203247.31,St Louis,38.6272733,-90.1978889
6/14/15,65184.56,Syracuse,43.0481221,-76.1474244
6/14/15,294964.3,Tampa,27.9477595,-82.458444
6/14/15,37026085.75,TotalUS,NaN,NaN 
6/14/15,6760001.68,West,NaN,NaN 
6/14/15,1035973.14,West Texas New Mexico,26.2711968,-98.3266103
6/14/15,1542.45,Albany,42.6511674,-73.754968
6/14/15,4484.76,Atlanta,33.7490987,-84.3901849
6/14/15,13924.11,Baltimore Washington,39.2908816,-76.610759
6/14/15,1402.21,Boise,43.61656,-116.200835
6/14/15,2943.18,Boston,42.3602534,-71.0582912
6/14/15,3436.93,Buffalo Rochester,43.1519085,-77.659047
6/14/15,116322.44,California,36.7014631,-118.7559974
6/14/15,4040.75,Charlotte,35.2270869,-80.8431268
6/14/15,18374.82,Chicago,41.8755616,-87.6244212
6/14/15,15445.59,Cincinnati Dayton,39.1099604,-84.537681
6/14/15,4520.37,Columbus,39.9622601,-83.0007065
6/14/15,9881.65,Dallas Fort Worth,32.58958,-96.9697268
6/14/15,33994.64,Denver,39.7391428,-104.984696
6/14/15,10756.77,Detroit,42.3315509,-83.0466403
6/14/15,1571.89,Grand Rapids,42.9632405,-85.6678639
6/14/15,80790.46,GreatLakes,NaN,NaN 
6/14/15,3495.22,Harrisburg Scranton,41.4086874,-75.6621294
6/14/15,3551.66,Hartford Springfield,42.1184111,-72.8573671
6/14/15,10464.45,Houston,29.7589382,-95.3676974
6/14/15,2144,Indianapolis,39.7683331,-86.1583502
6/14/15,2208.88,Jacksonville,30.3321838,-81.655651
6/14/15,10351.7,Las Vegas,36.1662859,-115.149225
6/14/15,42369.24,Los Angeles,34.0536834,-118.2427669
6/14/15,2093.17,Louisville,38.2542376,-85.759407
6/14/15,2017.29,Miami Ft Lauderdale,26.0917308,-80.1359398
6/14/15,75740.17,Midsouth,NaN,NaN 
6/14/15,4985.34,Nashville,36.1622296,-86.7743531
6/14/15,2261.61,New Orleans,29.9499323,-90.0701156
6/14/15,22931.78,New York,40.7308619,-73.9871558
6/14/15,65593.37,Northeast,NaN,NaN 
6/14/15,8633.7,Northern New England,NaN,NaN 
6/14/15,3012.55,Orlando,28.5421097,-81.3790388
6/14/15,6353.19,Philadelphia,39.9524152,-75.1635755
6/14/15,12799.12,Phoenix Tucson,32.1706314,-110.8767957
6/14/15,1517.59,Pittsburgh,40.4416941,-79.9900861
6/14/15,33795.51,Plains,NaN,NaN 
6/14/15,24034.25,Portland,45.5202471,-122.6741949
6/14/15,6913.18,Raleigh Greensboro,36.080299,-79.758384
6/14/15,6991.11,Richmond Norfolk,37.5675205,-77.4674126
6/14/15,9840.34,Roanoke,37.274532,-79.96020968
6/14/15,10339.48,Sacramento,38.5815719,-121.4943996
6/14/15,11438.64,San Diego,32.7174209,-117.1627714
6/14/15,23972.69,San Francisco,37.7647993,-122.4629897
6/14/15,31901.63,Seattle,47.6038321,-122.3300624
6/14/15,3921.5,South Carolina,33.6874388,-80.4363743
6/14/15,51786.11,SouthCentral,NaN,NaN 
6/14/15,27578.12,Southeast,NaN,NaN 
6/14/15,3099.58,Spokane,47.6579425,-117.4212265
6/14/15,2937.84,St Louis,38.6272733,-90.1978889
6/14/15,1365.23,Syracuse,43.0481221,-76.1474244
6/14/15,2026.74,Tampa,27.9477595,-82.458444
6/14/15,646098.42,TotalUS,NaN,NaN 
6/14/15,194492.22,West,NaN,NaN 
6/14/15,13506.32,West Texas New Mexico,26.2711968,-98.3266103
6/21/15,104849.39,Albany,42.6511674,-73.754968
6/21/15,554763.76,Atlanta,33.7490987,-84.3901849
6/21/15,862840.73,Baltimore Washington,39.2908816,-76.610759
6/21/15,81397.07,Boise,43.61656,-116.200835
6/21/15,543504.66,Boston,42.3602534,-71.0582912
6/21/15,108655.36,Buffalo Rochester,43.1519085,-77.659047
6/21/15,5952597.29,California,36.7014631,-118.7559974
6/21/15,201173.1,Charlotte,35.2270869,-80.8431268
6/21/15,804902.52,Chicago,41.8755616,-87.6244212
6/21/15,243012.2,Cincinnati Dayton,39.1099604,-84.537681
6/21/15,164161.25,Columbus,39.9622601,-83.0007065
6/21/15,1283503.44,Dallas Fort Worth,32.58958,-96.9697268
6/21/15,730826.79,Denver,39.7391428,-104.984696
6/21/15,424580.52,Detroit,42.3315509,-83.0466403
6/21/15,265555.66,Grand Rapids,42.9632405,-85.6678639
6/21/15,3720458.83,GreatLakes,NaN,NaN 
6/21/15,255431.85,Harrisburg Scranton,41.4086874,-75.6621294
6/21/15,341628.84,Hartford Springfield,42.1184111,-72.8573671
6/21/15,1196121.27,Houston,29.7589382,-95.3676974
6/21/15,205199.16,Indianapolis,39.7683331,-86.1583502
6/21/15,192111.32,Jacksonville,30.3321838,-81.655651
6/21/15,338638.8,Las Vegas,36.1662859,-115.149225
6/21/15,3040023.34,Los Angeles,34.0536834,-118.2427669
6/21/15,78272.57,Louisville,38.2542376,-85.759407
6/21/15,669409.29,Miami Ft Lauderdale,26.0917308,-80.1359398
6/21/15,2979417.82,Midsouth,NaN,NaN 
6/21/15,188762.81,Nashville,36.1622296,-86.7743531
6/21/15,293734.93,New Orleans,29.9499323,-90.0701156
6/21/15,1667026.11,New York,40.7308619,-73.9871558
6/21/15,4508474,Northeast,NaN,NaN 
6/21/15,425885.58,Northern New England,NaN,NaN 
6/21/15,394035.19,Orlando,28.5421097,-81.3790388
6/21/15,456983.44,Philadelphia,39.9524152,-75.1635755
6/21/15,1343180.92,Phoenix Tucson,32.1706314,-110.8767957
6/21/15,88214.04,Pittsburgh,40.4416941,-79.9900861
6/21/15,1921720.44,Plains,NaN,NaN 
6/21/15,579558,Portland,45.5202471,-122.6741949
6/21/15,264236.38,Raleigh Greensboro,36.080299,-79.758384
6/21/15,264922.77,Richmond Norfolk,37.5675205,-77.4674126
6/21/15,135895.47,Roanoke,37.274532,-79.96020968
6/21/15,422723.91,Sacramento,38.5815719,-121.4943996
6/21/15,594488.41,San Diego,32.7174209,-117.1627714
6/21/15,673720.54,San Francisco,37.7647993,-122.4629897
6/21/15,577605,Seattle,47.6038321,-122.3300624
6/21/15,392755.13,South Carolina,33.6874388,-80.4363743
6/21/15,6153608.75,SouthCentral,NaN,NaN 
6/21/15,4019384.71,Southeast,NaN,NaN 
6/21/15,84739.31,Spokane,47.6579425,-117.4212265
6/21/15,198137.18,St Louis,38.6272733,-90.1978889
6/21/15,60370.27,Syracuse,43.0481221,-76.1474244
6/21/15,438581.5,Tampa,27.9477595,-82.458444
6/21/15,35734613.9,TotalUS,NaN,NaN 
6/21/15,6478952.08,West,NaN,NaN 
6/21/15,948942.53,West Texas New Mexico,26.2711968,-98.3266103
6/21/15,1053.73,Albany,42.6511674,-73.754968
6/21/15,5003.46,Atlanta,33.7490987,-84.3901849
6/21/15,10939.94,Baltimore Washington,39.2908816,-76.610759
6/21/15,1921.75,Boise,43.61656,-116.200835
6/21/15,2662.63,Boston,42.3602534,-71.0582912
6/21/15,1187.71,Buffalo Rochester,43.1519085,-77.659047
6/21/15,116908.54,California,36.7014631,-118.7559974
6/21/15,3425.95,Charlotte,35.2270869,-80.8431268
6/21/15,16136.49,Chicago,41.8755616,-87.6244212
6/21/15,13791.64,Cincinnati Dayton,39.1099604,-84.537681
6/21/15,5347.37,Columbus,39.9622601,-83.0007065
6/21/15,9936.12,Dallas Fort Worth,32.58958,-96.9697268
6/21/15,31954.94,Denver,39.7391428,-104.984696
6/21/15,9992.2,Detroit,42.3315509,-83.0466403
6/21/15,1235.29,Grand Rapids,42.9632405,-85.6678639
6/21/15,72563.98,GreatLakes,NaN,NaN 
6/21/15,3072.73,Harrisburg Scranton,41.4086874,-75.6621294
6/21/15,3776.07,Hartford Springfield,42.1184111,-72.8573671
6/21/15,11429.63,Houston,29.7589382,-95.3676974
6/21/15,1591.6,Indianapolis,39.7683331,-86.1583502
6/21/15,1989.25,Jacksonville,30.3321838,-81.655651
6/21/15,11225.55,Las Vegas,36.1662859,-115.149225
6/21/15,45352.7,Los Angeles,34.0536834,-118.2427669
6/21/15,2344.24,Louisville,38.2542376,-85.759407
6/21/15,1415.1,Miami Ft Lauderdale,26.0917308,-80.1359398
6/21/15,67376.23,Midsouth,NaN,NaN 
6/21/15,5259.46,Nashville,36.1622296,-86.7743531
6/21/15,2778.44,New Orleans,29.9499323,-90.0701156
6/21/15,15733.14,New York,40.7308619,-73.9871558
6/21/15,48785.22,Northeast,NaN,NaN 
6/21/15,8028.95,Northern New England,NaN,NaN 
6/21/15,2442.88,Orlando,28.5421097,-81.3790388
6/21/15,3782.07,Philadelphia,39.9524152,-75.1635755
6/21/15,14656.29,Phoenix Tucson,32.1706314,-110.8767957
6/21/15,1698.9,Pittsburgh,40.4416941,-79.9900861
6/21/15,37004.14,Plains,NaN,NaN 
6/21/15,32394.98,Portland,45.5202471,-122.6741949
6/21/15,5444.87,Raleigh Greensboro,36.080299,-79.758384
6/21/15,6691.69,Richmond Norfolk,37.5675205,-77.4674126
6/21/15,8892.2,Roanoke,37.274532,-79.96020968
6/21/15,9753.85,Sacramento,38.5815719,-121.4943996
6/21/15,11055.46,San Diego,32.7174209,-117.1627714
6/21/15,23502.62,San Francisco,37.7647993,-122.4629897
6/21/15,38093.47,Seattle,47.6038321,-122.3300624
6/21/15,3191.86,South Carolina,33.6874388,-80.4363743
6/21/15,54782.92,SouthCentral,NaN,NaN 
6/21/15,25842.76,Southeast,NaN,NaN 
6/21/15,4436.79,Spokane,47.6579425,-117.4212265
6/21/15,3485.49,St Louis,38.6272733,-90.1978889
6/21/15,896.16,Syracuse,43.0481221,-76.1474244
6/21/15,1346.16,Tampa,27.9477595,-82.458444
6/21/15,638192.89,TotalUS,NaN,NaN 
6/21/15,214929.13,West,NaN,NaN 
6/21/15,11100.27,West Texas New Mexico,26.2711968,-98.3266103
6/28/15,89534.81,Albany,42.6511674,-73.754968
6/28/15,435210.71,Atlanta,33.7490987,-84.3901849
6/28/15,862261.64,Baltimore Washington,39.2908816,-76.610759
6/28/15,75280.41,Boise,43.61656,-116.200835
6/28/15,560494.92,Boston,42.3602534,-71.0582912
6/28/15,137246.7,Buffalo Rochester,43.1519085,-77.659047
6/28/15,5641742.02,California,36.7014631,-118.7559974
6/28/15,193654.01,Charlotte,35.2270869,-80.8431268
6/28/15,786250.22,Chicago,41.8755616,-87.6244212
6/28/15,225165.84,Cincinnati Dayton,39.1099604,-84.537681
6/28/15,159970.54,Columbus,39.9622601,-83.0007065
6/28/15,1203553.98,Dallas Fort Worth,32.58958,-96.9697268
6/28/15,696697.65,Denver,39.7391428,-104.984696
6/28/15,329753.61,Detroit,42.3315509,-83.0466403
6/28/15,155972.38,Grand Rapids,42.9632405,-85.6678639
6/28/15,3336314.35,GreatLakes,NaN,NaN 
6/28/15,243537.29,Harrisburg Scranton,41.4086874,-75.6621294
6/28/15,304624.07,Hartford Springfield,42.1184111,-72.8573671
6/28/15,1135915.03,Houston,29.7589382,-95.3676974
6/28/15,198267.13,Indianapolis,39.7683331,-86.1583502
6/28/15,135739.94,Jacksonville,30.3321838,-81.655651
6/28/15,293408.89,Las Vegas,36.1662859,-115.149225
6/28/15,2921148.91,Los Angeles,34.0536834,-118.2427669
6/28/15,69230.74,Louisville,38.2542376,-85.759407
6/28/15,443970.6,Miami Ft Lauderdale,26.0917308,-80.1359398
6/28/15,2835630.41,Midsouth,NaN,NaN 
6/28/15,159981.66,Nashville,36.1622296,-86.7743531
6/28/15,261199.27,New Orleans,29.9499323,-90.0701156
6/28/15,1284789.44,New York,40.7308619,-73.9871558
6/28/15,4100932.47,Northeast,NaN,NaN 
6/28/15,452801.32,Northern New England,NaN,NaN 
6/28/15,277853.94,Orlando,28.5421097,-81.3790388
6/28/15,378931.1,Philadelphia,39.9524152,-75.1635755
6/28/15,955510.57,Phoenix Tucson,32.1706314,-110.8767957
6/28/15,111690.04,Pittsburgh,40.4416941,-79.9900861
6/28/15,1826182.48,Plains,NaN,NaN 
6/28/15,508174.09,Portland,45.5202471,-122.6741949
6/28/15,255921.9,Raleigh Greensboro,36.080299,-79.758384
6/28/15,236210.73,Richmond Norfolk,37.5675205,-77.4674126
6/28/15,131276.21,Roanoke,37.274532,-79.96020968
6/28/15,423984.04,Sacramento,38.5815719,-121.4943996
6/28/15,495309.23,San Diego,32.7174209,-117.1627714
6/28/15,646324.68,San Francisco,37.7647993,-122.4629897
6/28/15,496302.98,Seattle,47.6038321,-122.3300624
6/28/15,340424.79,South Carolina,33.6874388,-80.4363743
6/28/15,6024103.65,SouthCentral,NaN,NaN 
6/28/15,3026048.11,Southeast,NaN,NaN 
6/28/15,81276.47,Spokane,47.6579425,-117.4212265
6/28/15,217234.17,St Louis,38.6272733,-90.1978889
6/28/15,63938.81,Syracuse,43.0481221,-76.1474244
6/28/15,325434.49,Tampa,27.9477595,-82.458444
6/28/15,32408705.7,TotalUS,NaN,NaN 
6/28/15,5617752.22,West,NaN,NaN 
6/28/15,941135.5,West Texas New Mexico,26.2711968,-98.3266103
6/28/15,1200.61,Albany,42.6511674,-73.754968
6/28/15,6313.67,Atlanta,33.7490987,-84.3901849
6/28/15,11718.49,Baltimore Washington,39.2908816,-76.610759
6/28/15,2550.15,Boise,43.61656,-116.200835
6/28/15,3045.1,Boston,42.3602534,-71.0582912
6/28/15,3567.3,Buffalo Rochester,43.1519085,-77.659047
6/28/15,116913.79,California,36.7014631,-118.7559974
6/28/15,3823.73,Charlotte,35.2270869,-80.8431268
6/28/15,18877.36,Chicago,41.8755616,-87.6244212
6/28/15,12523.04,Cincinnati Dayton,39.1099604,-84.537681
6/28/15,4816.89,Columbus,39.9622601,-83.0007065
6/28/15,11792.51,Dallas Fort Worth,32.58958,-96.9697268
6/28/15,30625.69,Denver,39.7391428,-104.984696
6/28/15,8432.66,Detroit,42.3315509,-83.0466403
6/28/15,1206.53,Grand Rapids,42.9632405,-85.6678639
6/28/15,71801.27,GreatLakes,NaN,NaN 
6/28/15,3388.83,Harrisburg Scranton,41.4086874,-75.6621294
6/28/15,2790.4,Hartford Springfield,42.1184111,-72.8573671
6/28/15,10531.95,Houston,29.7589382,-95.3676974
6/28/15,1529.5,Indianapolis,39.7683331,-86.1583502
6/28/15,1774.27,Jacksonville,30.3321838,-81.655651
6/28/15,11098.01,Las Vegas,36.1662859,-115.149225
